"genus","length","age","environment","n"
"Cyphastrea",9,"Last Interglacial","Reef edge",76
"Porites",6,"Last Interglacial","Reef edge",1422
"Porites",6,"Last Interglacial","Reef edge",1422
"Porites",55,"Last Interglacial","Reef edge",1422
"Pocillopora",26,"Last Interglacial","Reef edge",340
"Porites",15,"Last Interglacial","Reef edge",1422
"Galaxea",10,"Last Interglacial","Reef edge",274
"Porites",6,"Last Interglacial","Reef edge",1422
"Pocillopora",7,"Last Interglacial","Reef edge",340
"Porites",59,"Last Interglacial","Reef edge",1422
"Porites",24,"Last Interglacial","Reef edge",1422
"Pocillopora",6,"Last Interglacial","Reef edge",340
"Galaxea",16,"Last Interglacial","Reef edge",274
"Porites",30,"Last Interglacial","Reef edge",1422
"Porites",41,"Last Interglacial","Reef edge",1422
"Acropora",18,"Last Interglacial","Reef edge",302
"Porites",52,"Last Interglacial","Reef edge",1422
"Porites",60,"Last Interglacial","Reef edge",1422
"Porites",7,"Last Interglacial","Reef edge",1422
"Galaxea",5,"Last Interglacial","Reef edge",274
"Porites",15,"Last Interglacial","Reef edge",1422
"Montipora",49,"Last Interglacial","Reef edge",32
"Porites",8,"Last Interglacial","Reef edge",1422
"Porites",16,"Last Interglacial","Reef edge",1422
"Platygyra",7,"Last Interglacial","Reef edge",142
"Porites",25,"Last Interglacial","Reef edge",1422
"Porites",21,"Last Interglacial","Reef edge",1422
"Porites",52,"Last Interglacial","Reef edge",1422
"Galaxea",11,"Last Interglacial","Reef edge",274
"Porites",27,"Last Interglacial","Reef edge",1422
"Pocillopora",8,"Last Interglacial","Reef edge",340
"Porites",72,"Last Interglacial","Reef edge",1422
"Porites",38,"Last Interglacial","Reef edge",1422
"Echinopora",16,"Last Interglacial","Reef edge",276
"Pocillopora",24,"Last Interglacial","Reef edge",340
"Porites",36,"Last Interglacial","Reef edge",1422
"Acropora",18,"Last Interglacial","Reef edge",302
"Porites",80,"Last Interglacial","Reef edge",1422
"Favites",10,"Last Interglacial","Reef edge",116
"Platygyra",11,"Last Interglacial","Reef edge",142
"Cyphastrea",12,"Last Interglacial","Reef edge",76
"Porites",23,"Last Interglacial","Reef edge",1422
"Porites",7,"Last Interglacial","Reef edge",1422
"Favites",8,"Last Interglacial","Reef edge",116
"Porites",5,"Last Interglacial","Reef edge",1422
"Cyphastrea",7,"Last Interglacial","Reef edge",76
"Galaxea",9,"Last Interglacial","Reef edge",274
"Porites",68,"Last Interglacial","Reef edge",1422
"Favites",15,"Last Interglacial","Reef edge",116
"Porites",140,"Last Interglacial","Reef edge",1422
"Porites",40,"Last Interglacial","Reef edge",1422
"Pocillopora",7,"Last Interglacial","Reef edge",340
"Galaxea",16,"Last Interglacial","Reef edge",274
"Porites",60,"Last Interglacial","Reef edge",1422
"Acropora",10,"Last Interglacial","Reef edge",302
"Montipora",17,"Last Interglacial","Reef edge",32
"Dipsastraea",4,"Last Interglacial","Reef edge",92
"Acropora",18,"Last Interglacial","Reef edge",302
"Montipora",13,"Last Interglacial","Reef edge",32
"Acropora",15,"Last Interglacial","Reef edge",302
"Pocillopora",26,"Last Interglacial","Reef edge",340
"Porites",19,"Last Interglacial","Reef edge",1422
"Porites",66,"Last Interglacial","Reef edge",1422
"Pocillopora",12,"Last Interglacial","Reef edge",340
"Favites",18,"Last Interglacial","Reef edge",116
"Porites",48,"Last Interglacial","Reef edge",1422
"Acropora",24,"Last Interglacial","Reef edge",302
"Acropora",16,"Last Interglacial","Reef edge",302
"Porites",10,"Last Interglacial","Reef edge",1422
"Acropora",15,"Last Interglacial","Reef edge",302
"Porites",20,"Last Interglacial","Reef edge",1422
"Galaxea",21,"Last Interglacial","Reef edge",274
"Galaxea",13,"Last Interglacial","Reef edge",274
"Porites",5,"Last Interglacial","Reef edge",1422
"Galaxea",26,"Last Interglacial","Reef edge",274
"Porites",20,"Last Interglacial","Reef edge",1422
"Favites",16,"Last Interglacial","Reef edge",116
"Galaxea",20,"Last Interglacial","Reef edge",274
"Porites",11,"Last Interglacial","Reef edge",1422
"Acropora",10,"Last Interglacial","Reef edge",302
"Porites",12,"Last Interglacial","Reef edge",1422
"Favites",54,"Last Interglacial","Reef edge",116
"Dipsastraea",6,"Last Interglacial","Reef edge",92
"Porites",7,"Last Interglacial","Reef edge",1422
"Porites",6,"Last Interglacial","Reef edge",1422
"Porites",18,"Last Interglacial","Reef edge",1422
"Porites",27,"Last Interglacial","Reef edge",1422
"Platygyra",14,"Last Interglacial","Reef edge",142
"Porites",9,"Last Interglacial","Reef edge",1422
"Pocillopora",16,"Last Interglacial","Reef edge",340
"Porites",26,"Last Interglacial","Reef edge",1422
"Porites",4,"Last Interglacial","Reef edge",1422
"Porites",9,"Last Interglacial","Reef edge",1422
"Porites",17,"Last Interglacial","Reef edge",1422
"Porites",9,"Last Interglacial","Reef edge",1422
"Goniastrea",21,"Last Interglacial","Reef edge",338
"Galaxea",6,"Last Interglacial","Reef edge",274
"Porites",14,"Last Interglacial","Reef edge",1422
"Acropora",7,"Last Interglacial","Reef edge",302
"Pocillopora",12,"Last Interglacial","Reef edge",340
"Cyphastrea",8,"Last Interglacial","Reef edge",76
"Fungia",9,"Last Interglacial","Reef edge",34
"Porites",12,"Last Interglacial","Reef edge",1422
"Porites",11,"Last Interglacial","Reef edge",1422
"Galaxea",8,"Last Interglacial","Reef edge",274
"Pocillopora",22,"Last Interglacial","Reef edge",340
"Porites",7,"Last Interglacial","Reef edge",1422
"Porites",60,"Last Interglacial","Reef edge",1422
"Acropora",10,"Last Interglacial","Reef edge",302
"Galaxea",10,"Last Interglacial","Reef edge",274
"Galaxea",14,"Last Interglacial","Reef edge",274
"Porites",20,"Last Interglacial","Reef edge",1422
"Pocillopora",14,"Last Interglacial","Reef edge",340
"Pocillopora",9,"Last Interglacial","Reef edge",340
"Goniastrea",17,"Last Interglacial","Reef edge",338
"Pocillopora",19,"Last Interglacial","Reef edge",340
"Galaxea",13,"Last Interglacial","Reef edge",274
"Porites",20,"Last Interglacial","Reef edge",1422
"Porites",24,"Last Interglacial","Reef edge",1422
"Porites",34,"Last Interglacial","Reef edge",1422
"Porites",9,"Last Interglacial","Reef edge",1422
"Porites",2,"Last Interglacial","Reef edge",1422
"Porites",12,"Last Interglacial","Reef edge",1422
"Dipsastraea",20,"Last Interglacial","Reef edge",92
"Galaxea",10,"Last Interglacial","Reef edge",274
"Porites",8,"Last Interglacial","Reef edge",1422
"Pocillopora",9,"Last Interglacial","Reef edge",340
"Acropora",3,"Last Interglacial","Reef edge",302
"Porites",8,"Last Interglacial","Reef edge",1422
"Pocillopora",4,"Last Interglacial","Reef edge",340
"Lobophyllia",3,"Last Interglacial","Reef edge",62
"Acropora",19,"Last Interglacial","Reef edge",302
"Porites",34,"Last Interglacial","Reef edge",1422
"Porites",6,"Last Interglacial","Reef edge",1422
"Porites",34,"Last Interglacial","Reef edge",1422
"Galaxea",23,"Last Interglacial","Reef edge",274
"Acropora",20,"Last Interglacial","Reef edge",302
"Pocillopora",6,"Last Interglacial","Reef edge",340
"Acropora",4,"Last Interglacial","Reef edge",302
"Montipora",25,"Last Interglacial","Reef edge",32
"Acropora",11,"Last Interglacial","Reef edge",302
"Acropora",17,"Last Interglacial","Reef edge",302
"Pocillopora",26,"Last Interglacial","Reef edge",340
"Pocillopora",6,"Last Interglacial","Reef edge",340
"Pocillopora",9,"Last Interglacial","Reef edge",340
"Porites",48,"Last Interglacial","Reef edge",1422
"Acropora",8,"Last Interglacial","Reef edge",302
"Lobophyllia",30,"Last Interglacial","Reef edge",62
"Porites",13,"Last Interglacial","Reef edge",1422
"Montipora",9,"Last Interglacial","Reef edge",32
"Acropora",14,"Last Interglacial","Reef edge",302
"Porites",39,"Last Interglacial","Reef edge",1422
"Pocillopora",17,"Last Interglacial","Reef edge",340
"Montipora",6,"Last Interglacial","Reef edge",32
"Pocillopora",10,"Last Interglacial","Reef edge",340
"Porites",18,"Last Interglacial","Reef edge",1422
"Porites",11,"Last Interglacial","Reef edge",1422
"Acropora",27,"Last Interglacial","Reef edge",302
"Porites",15,"Last Interglacial","Reef edge",1422
"Montipora",11,"Last Interglacial","Reef edge",32
"Porites",45,"Last Interglacial","Reef edge",1422
"Porites",6,"Last Interglacial","Reef edge",1422
"Pavona",10,"Last Interglacial","Reef edge",36
"Pocillopora",15,"Last Interglacial","Reef edge",340
"Porites",7,"Last Interglacial","Reef edge",1422
"Porites",27,"Last Interglacial","Reef edge",1422
"Porites",7,"Last Interglacial","Reef edge",1422
"Porites",53,"Last Interglacial","Reef edge",1422
"Leptoria",4,"Last Interglacial","Reef edge",36
"Galaxea",56,"Last Interglacial","Reef edge",274
"Pocillopora",13,"Last Interglacial","Reef edge",340
"Porites",164,"Last Interglacial","Reef edge",1422
"Porites",21,"Last Interglacial","Reef edge",1422
"Porites",82,"Last Interglacial","Reef edge",1422
"Porites",80,"Last Interglacial","Reef edge",1422
"Galaxea",10,"Last Interglacial","Reef edge",274
"Favites",39,"Last Interglacial","Reef edge",116
"Pocillopora",35,"Last Interglacial","Reef edge",340
"Porites",149,"Last Interglacial","Reef edge",1422
"Dipsastraea",9,"Last Interglacial","Reef edge",92
"Porites",40,"Last Interglacial","Reef edge",1422
"Porites",509,"Last Interglacial","Reef edge",1422
"Echinopora",59,"Last Interglacial","Reef edge",276
"Porites",48,"Last Interglacial","Reef edge",1422
"Echinopora",8,"Last Interglacial","Reef edge",276
"Pocillopora",44,"Last Interglacial","Reef edge",340
"Echinopora",40,"Last Interglacial","Reef edge",276
"Acropora",13,"Last Interglacial","Reef edge",302
"Echinopora",25,"Last Interglacial","Reef edge",276
"Porites",80,"Last Interglacial","Reef edge",1422
"Porites",138,"Last Interglacial","Reef edge",1422
"Pocillopora",21,"Last Interglacial","Reef edge",340
"Goniastrea",9,"Last Interglacial","Reef edge",338
"Acropora",10,"Last Interglacial","Reef edge",302
"Acropora",16,"Last Interglacial","Reef edge",302
"Acropora",20,"Last Interglacial","Reef edge",302
"Acropora",19,"Last Interglacial","Reef edge",302
"Echinopora",33,"Last Interglacial","Reef edge",276
"Pocillopora",20,"Last Interglacial","Reef edge",340
"Porites",79,"Last Interglacial","Reef edge",1422
"Lobophyllia",12,"Last Interglacial","Reef edge",62
"Pocillopora",23,"Last Interglacial","Reef edge",340
"Porites",18,"Last Interglacial","Reef edge",1422
"Lobophyllia",14,"Last Interglacial","Reef edge",62
"Pocillopora",15,"Last Interglacial","Reef edge",340
"Galaxea",15,"Last Interglacial","Reef edge",274
"Acropora",18,"Last Interglacial","Reef edge",302
"Pocillopora",16,"Last Interglacial","Reef edge",340
"Acropora",19,"Last Interglacial","Reef edge",302
"Platygyra",17,"Last Interglacial","Reef edge",142
"Acropora",18,"Last Interglacial","Reef edge",302
"Platygyra",30,"Last Interglacial","Reef edge",142
"Porites",40,"Last Interglacial","Reef edge",1422
"Echinopora",11,"Last Interglacial","Reef edge",276
"Acropora",6,"Last Interglacial","Reef edge",302
"Echinopora",17,"Last Interglacial","Reef edge",276
"Galaxea",31,"Last Interglacial","Reef edge",274
"Echinopora",23,"Last Interglacial","Reef edge",276
"Galaxea",18,"Last Interglacial","Reef edge",274
"Galaxea",20,"Last Interglacial","Reef edge",274
"Goniastrea",72,"Last Interglacial","Reef edge",338
"Goniastrea",15,"Last Interglacial","Reef edge",338
"Galaxea",17,"Last Interglacial","Reef edge",274
"Porites",20,"Last Interglacial","Reef edge",1422
"Galaxea",13,"Last Interglacial","Reef edge",274
"Goniastrea",25,"Last Interglacial","Reef edge",338
"Goniastrea",34,"Last Interglacial","Reef edge",338
"Cyphastrea",21,"Last Interglacial","Reef edge",76
"Echinopora",36,"Last Interglacial","Reef edge",276
"Leptoria",17,"Last Interglacial","Reef edge",36
"Porites",88,"Last Interglacial","Reef edge",1422
"Galaxea",43,"Last Interglacial","Reef edge",274
"Pocillopora",18,"Last Interglacial","Reef edge",340
"Echinopora",21,"Last Interglacial","Reef edge",276
"Echinopora",20,"Last Interglacial","Reef edge",276
"Echinopora",15,"Last Interglacial","Reef edge",276
"Acropora",7,"Last Interglacial","Reef edge",302
"Favites",13,"Last Interglacial","Reef edge",116
"Galaxea",25,"Last Interglacial","Reef edge",274
"Echinopora",72,"Last Interglacial","Reef edge",276
"Lobophyllia",43,"Last Interglacial","Reef edge",62
"Leptoria",45,"Last Interglacial","Reef edge",36
"Echinopora",25,"Last Interglacial","Reef edge",276
"Dipsastraea",28,"Last Interglacial","Reef edge",92
"Lobophyllia",36,"Last Interglacial","Reef edge",62
"Leptoria",26,"Last Interglacial","Reef edge",36
"Pocillopora",30,"Last Interglacial","Reef edge",340
"Pocillopora",20,"Last Interglacial","Reef edge",340
"Leptoria",36,"Last Interglacial","Reef edge",36
"Acropora",16,"Last Interglacial","Reef edge",302
"Porites",82,"Last Interglacial","Reef edge",1422
"Hydnophora",33,"Last Interglacial","Reef edge",22
"Echinopora",17,"Last Interglacial","Reef edge",276
"Pocillopora",23,"Last Interglacial","Reef edge",340
"Porites",44,"Last Interglacial","Reef edge",1422
"Echinopora",17,"Last Interglacial","Reef edge",276
"Acropora",10,"Last Interglacial","Reef edge",302
"Acropora",7,"Last Interglacial","Reef edge",302
"Porites",114,"Last Interglacial","Reef edge",1422
"Echinopora",43,"Last Interglacial","Reef edge",276
"Galaxea",18,"Last Interglacial","Reef edge",274
"Porites",325,"Last Interglacial","Reef edge",1422
"Acropora",14,"Last Interglacial","Reef edge",302
"Porites",6,"Last Interglacial","Reef edge",1422
"Acropora",12,"Last Interglacial","Reef edge",302
"Porites",113,"Last Interglacial","Reef edge",1422
"Echinopora",140,"Last Interglacial","Reef edge",276
"Porites",149,"Last Interglacial","Reef edge",1422
"Acropora",23,"Last Interglacial","Reef edge",302
"Echinopora",17,"Last Interglacial","Reef edge",276
"Lobophyllia",29,"Last Interglacial","Reef edge",62
"Pocillopora",28,"Last Interglacial","Reef edge",340
"Porites",53,"Last Interglacial","Reef edge",1422
"Platygyra",50,"Last Interglacial","Reef edge",142
"Porites",25,"Last Interglacial","Reef edge",1422
"Echinopora",50,"Last Interglacial","Reef edge",276
"Porites",19,"Last Interglacial","Reef edge",1422
"Porites",20,"Last Interglacial","Reef edge",1422
"Goniastrea",41,"Last Interglacial","Reef edge",338
"Echinopora",49,"Last Interglacial","Reef edge",276
"Porites",117,"Last Interglacial","Reef edge",1422
"Porites",32,"Last Interglacial","Reef edge",1422
"Porites",157,"Last Interglacial","Reef edge",1422
"Porites",24,"Last Interglacial","Reef edge",1422
"Goniastrea",9,"Last Interglacial","Reef edge",338
"Porites",10,"Last Interglacial","Reef edge",1422
"Porites",52,"Last Interglacial","Reef edge",1422
"Porites",268,"Last Interglacial","Reef edge",1422
"Porites",63,"Last Interglacial","Reef edge",1422
"Porites",11,"Last Interglacial","Reef edge",1422
"Echinopora",11,"Last Interglacial","Reef edge",276
"Porites",8,"Last Interglacial","Reef edge",1422
"Goniastrea",17,"Last Interglacial","Reef edge",338
"Porites",197,"Last Interglacial","Reef edge",1422
"Pavona",13,"Last Interglacial","Reef edge",36
"Porites",10,"Last Interglacial","Reef edge",1422
"Porites",151,"Last Interglacial","Reef edge",1422
"Fungia",10,"Last Interglacial","Reef edge",34
"Fungia",13,"Last Interglacial","Reef edge",34
"Porites",36,"Last Interglacial","Reef edge",1422
"Goniastrea",16,"Last Interglacial","Reef edge",338
"Porites",25,"Last Interglacial","Reef edge",1422
"Echinopora",36,"Last Interglacial","Reef edge",276
"Echinopora",6,"Last Interglacial","Reef edge",276
"Fungia",3,"Last Interglacial","Reef edge",34
"Goniastrea",13,"Last Interglacial","Reef edge",338
"Fungia",9,"Last Interglacial","Reef edge",34
"Cyphastrea",12,"Last Interglacial","Reef edge",76
"Porites",17,"Last Interglacial","Reef edge",1422
"Echinopora",46,"Last Interglacial","Reef edge",276
"Porites",69,"Last Interglacial","Reef edge",1422
"Echinopora",20,"Last Interglacial","Reef edge",276
"Acropora",15,"Last Interglacial","Reef edge",302
"Echinopora",17,"Last Interglacial","Reef edge",276
"Goniastrea",22,"Last Interglacial","Reef edge",338
"Pocillopora",17,"Last Interglacial","Reef edge",340
"Porites",27,"Last Interglacial","Reef edge",1422
"Cyphastrea",7,"Last Interglacial","Reef edge",76
"Porites",11,"Last Interglacial","Reef edge",1422
"Porites",80,"Last Interglacial","Reef edge",1422
"Porites",90,"Last Interglacial","Reef edge",1422
"Porites",54,"Last Interglacial","Reef edge",1422
"Porites",37,"Last Interglacial","Reef edge",1422
"Porites",177,"Last Interglacial","Reef edge",1422
"Porites",10,"Last Interglacial","Reef edge",1422
"Porites",20,"Last Interglacial","Reef edge",1422
"Porites",60,"Last Interglacial","Reef edge",1422
"Echinopora",30,"Last Interglacial","Reef edge",276
"Porites",120,"Last Interglacial","Reef edge",1422
"Echinopora",10,"Last Interglacial","Reef edge",276
"Porites",120,"Last Interglacial","Reef edge",1422
"Cyphastrea",10,"Last Interglacial","Reef edge",76
"Porites",170,"Last Interglacial","Reef edge",1422
"Porites",150,"Last Interglacial","Reef edge",1422
"Echinopora",6,"Last Interglacial","Reef edge",276
